Tree_ID,Address,Town,Tree_Species,Species_Desc,Common_Name,Age_Desc,Height,Spread,Trunk,Actual_Trunk,Condition,Latitude,Longitude
138676,"Porter's Gate Crescent, Blanchardstown",Huntstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,21cm,Fair to Good,53.38467007,-6.426310714
139840,"Porter's Gate View, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,28cm,Good,53.38476507,-6.424895297
139844,"Porter's Gate View, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,30cm,Good,53.38481898,-6.424928477
25440,"Orlynn Park, Lusk",Lusk,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,20cm,Good,53.5225452,-6.16096972
25464,"Orlynn Park, Lusk",Lusk,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,Up to 5 metres,3 to 6 metres,21cm to 30cm,21cm,Good,53.52346607,-6.160151093
120696,"Glenville Way, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,35cm,Fair to Good,53.38257468,-6.384248244
120708,"Glenville Way, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,38cm,Fair,53.38245685,-6.384332513
139024,"Porter's Gate Green, Blanchardstown",Huntstown,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair to Good,53.38708601,-6.425928015
118660,"Glenville Court, Blanchardstown",Blanchardstown,ACCA,Acer campestre,Field Maple,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,15cm,Fair,53.3814602,-6.391348309
198820,"Boroimhe Alder, Swords",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.44376862,-6.238065112
72480,"Portmarnock Crescent, Portmarnock",Portmarnock,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,29cm,Fair to Good,53.43177138,-6.126597309
43416,"Seabury Heights, Malahide",Malahide,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,28cm,Good,53.454352,-6.187199884
9868,"Abbeyvale Court, Swords",Swords North,CABEF,Carpinus betulus 'Fastigiata',Hornbeam,Newly Planted,5.1-10 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.46258485,-6.253276882
68240,"Limetree Avenue, Portmarnock",Portmarnock,TRKHA,Corylus colorna,Turkish hazel,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,6cm,Fair,53.4370883,-6.137949748
106052,"Brompton Grove, Blanchardstown",Blanchardstown,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,40cm,Good,53.38072633,-6.383058261
155052,"Willow Wood Grove, Blanchardstown",Huntstown,SOXTF,Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,Semi-Mature,5.1-10 metres,Up to 3 metres,11cm to 20cm,18cm,Good,53.38949263,-6.415168091
107636,"Del Val Court, Kilbarrack",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.38673257,-6.140565872
25560,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,31cm,Good,53.52273961,-6.163484981
216600,"Auburn Avenue, Castleknock",Huntstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Fair to Good,53.387012,-6.423453382
147208,"Castlerosse Crescent, Baldoyle",Sutton West,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.39981338,-6.139178352
25656,"Orlynn Park, Lusk",Lusk,ACSA,Acer saccharinum,Silver Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,28cm,Fair to Good,53.52374907,-6.161226976
126644,"Kirkpatrick Drive, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,10.1- 15 metres,6 to 9 metres,41cm - 50cm,46cm,Fair,53.37833777,-6.393496603
86464,"The Park, Pheasant Run",Huntstown,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Poor,53.40525268,-6.419231423
103440,"Bramley Way, Blanchardstown",Carpenterstown,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,29cm,Fair to Good,53.37363402,-6.385218086
212520,"Castleknock Road, Castleknock",Carpenterstown,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Fair to Good,53.38367979,-6.371399462
154804,"Willow Wood Grove, Blanchardstown",Huntstown,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.39039237,-6.41386851
106032,"Brompton Grove, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.38119618,-6.383308864
119252,"Glenville Green, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,25cm,Fair to Good,53.38234247,-6.385196063
25428,"Orlynn Park, Lusk",Lusk,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,19cm,Good,53.52210557,-6.161627528
25432,"Orlynn Park, Lusk",Lusk,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.52232226,-6.161308864
25684,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,19cm,Good,53.52309748,-6.161787069
131436,"Abbey Park, Baldoyle",Sutton West,ACPS,Acer pseudoplatanus,Sycamore,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.39559359,-6.143423506
25324,"Orlynn Park, Lusk",Lusk,PRSPA,Prunus serrulata,Japanese Cherry,Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,19cm,Fair to Good,53.5216776,-6.167398261
25412,"Orlynn Park, Lusk",Lusk,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,20cm,Good,53.52242061,-6.161357983
25460,"Orlynn Park, Lusk",Lusk,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.52332148,-6.160238491
25576,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,20cm,Good,53.52323526,-6.163618093
139852,"Porter's Gate View, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,31cm,Fair to Good,53.38497438,-6.424999391
632644,"Seapark, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,35cm,Fair,53.44623433,-6.1415283
126668,"Kirkpatrick Drive, Blanchardstown",Blanchardstown,ACPS,Acer pseudoplatanus,Sycamore,Mature,10.1- 15 metres,3 to 6 metres,21cm to 30cm,21cm,Good,53.37832103,-6.39396129
22904,"Saint Andrew's Park, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,Up to 3 metres,11cm to 20cm,16cm,Good,53.46657063,-6.235399396
23168,"Saint Andrew's Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,14cm,Fair to Good,53.46621564,-6.234757851
24600,"The Close, Melrose Park",Kinsealy,TISP,Tilia spp.,Lime,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,21cm,Good,53.44576145,-6.203646851
301704,"Back Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,32cm,Good,53.44348626,-6.155296557
105412,"Alden Road, Sutton",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.38843439,-6.149247881
139224,"Porter's Gate Grove, Blanchardstown",Huntstown,FREX,Fraxinus excelsior,Common Ash,Mature,15.1-20 metres,6 to 9 metres,31cm to 40cm,40cm,Good,53.38541751,-6.423097191
73776,"Rathbeale Road, Swords",Swords North,BEPE,Betula pendula,Silver Birch,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Good,53.46640584,-6.238047772
6172,"Sandford Wood, Swords",Swords North,BEJA,Betula jacquemontii,Kashmir Birch,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Good,53.46908884,-6.231672456
102848,"Bramley Heath, Blanchardstown",Carpenterstown,CABE,Carpinus betulus,Hornbeam,Semi-Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,38cm,Fair to Good,53.37274815,-6.387221942
136448,"Pinebrook Glen, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Mature,15.1-20 metres,6 to 9 metres,31cm to 40cm,33cm,Fair,53.39778391,-6.411976837
139032,"Porter's Gate Green, Blanchardstown",Huntstown,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair to Good,53.38660642,-6.425749868
139040,"Porter's Gate Green, Blanchardstown",Huntstown,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair,53.3865044,-6.425659092
147420,"Georgian Hamlet, Baldoyle",Sutton West,PRUSP,Prunus spp.,Cherry,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,14cm,Good,53.3968907,-6.131013448
247440,"Lanesborough Gardens, Finglas East",Santry,BEJA,Betula jacquemontii,Kashmir Birch,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,11cm,Good,53.40600129,-6.296204739
154972,"Willow Wood Grove, Blanchardstown",Huntstown,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.38987344,-6.417165035
139036,"Porter's Gate Green, Blanchardstown",Huntstown,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.38654886,-6.425698334
118656,"Glenville Court, Blanchardstown",Blanchardstown,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,23cm,Good,53.38148933,-6.391228933
264200,"Beechpark Close, Castleknock",Castleknock,PLXA,Platanus x acerifolia,London Plane,Semi-Mature,10.1- 15 metres,9 to 12 metres,41cm - 50cm,45cm,Poor,53.3805028,-6.360336659
102412,"Bramley Crescent, Blanchardstown",Carpenterstown,TICO,Tilia cordata,Small-Leafed Lime,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,36cm,Fair to Good,53.37290872,-6.386124547
126168,"Inglewood Road, Blanchardstown",Huntstown,ACCA,Acer campestre,Field Maple,Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,27cm,Fair to Good,53.38981177,-6.409626955
43432,"Seabury Heights, Malahide",Malahide,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Good,53.45486358,-6.187010817
131408,"Abbey Park, Baldoyle",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,31cm,Good,53.3939039,-6.14354475
118860,"Glenville Drive, Blanchardstown",Blanchardstown,ACPLD,Acer platanoides 'Drummondii',Harlequin Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Good,53.38112302,-6.390452989
208424,"Castleknock Glade, Castleknock",Carpenterstown,ACPLD,Acer platanoides 'Drummondii',Harlequin Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.37778587,-6.370134343
208496,"Castleknock Glade, Castleknock",Carpenterstown,PRSPA,Prunus serrulata,Japanese Cherry,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,21cm,Fair to Good,53.3770548,-6.370339897
231420,"Porter's Gate Lawn, Clonsilla",Huntstown,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair to Good,53.38710363,-6.424948411
414224,"Woodlands Court, Portmarnock",Portmarnock,ULSP,Ulmus spp.,Elm,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair to Good,53.42952458,-6.136174822
29844,"Foxgrove, Skerries",Skerries,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,2cm,Poor,53.57768648,-6.115166258
58412,"Wheatfield Road, Portmarnock",Portmarnock,TRKHA,Corylus colorna,Turkish hazel,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,9cm,Fair to Good,53.43631755,-6.133408926
58492,"Wheatfield Road, Portmarnock",Portmarnock,ULSP,Ulmus spp.,Elm,Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,8cm,Fair to Good,53.43561775,-6.13327423
26772,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,22cm,Good,53.60629803,-6.189317209
107624,"Del Val Court, Kilbarrack",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.38648298,-6.140176775
301720,"Back Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,40cm,Good,53.44320571,-6.155953513
68220,"Limetree Avenue, Portmarnock",Portmarnock,SOIN,Sorbus intermedia,Swedish Whitebeam,Mature,5.1-10 metres,6 to 9 metres,41cm - 50cm,46cm,Fair,53.43734857,-6.136068351
630104,"Turnapin Grove, Turnapin Little",Santry,STMP,Stump,Stump,Semi-Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,32cm,Good,53.40930956,-6.230562306
22928,"Saint Andrew's Park, Swords",Swords North,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,15cm,Fair to Good,53.4662006,-6.234111384
102404,"Bramley Crescent, Blanchardstown",Carpenterstown,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,18cm,Fair to Good,53.37283735,-6.38500031
198800,"Boroimhe Alder, Swords",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.44321134,-6.238019402
147204,"Castlerosse Crescent, Baldoyle",Sutton West,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.39994275,-6.139176312
72468,"Portmarnock Crescent, Portmarnock",Portmarnock,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.43196253,-6.126403364
26728,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,31cm,Good,53.60722717,-6.189904629
26736,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,29cm,Good,53.60699304,-6.18987219
27348,"Tara Court, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.60890237,-6.191077705
23184,"Saint Andrew's Park, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,Up to 3 metres,11cm to 20cm,15cm,Fair to Good,53.46584524,-6.23529909
68232,"Limetree Avenue, Portmarnock",Portmarnock,SOIN,Sorbus intermedia,Swedish Whitebeam,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,39cm,Good,53.43719623,-6.137414093
105420,"Alden Road, Sutton",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,28cm,Good,53.38861808,-6.149700486
211964,"Castleknock Parklands, Castleknock",Castleknock,ACSA,Acer saccharinum,Silver Maple,Mature,15.1-20 metres,9 to 12 metres,41cm - 50cm,42cm,Fair,53.37964103,-6.372774256
76932,Santry Demesne,Santry,LAKA,Larix kaempferi,Japanese Larch,Mature,15.1-20 metres,3 to 6 metres,41cm - 50cm,49cm,Good,53.39817007,-6.247883588
105868,"Brompton Green, Blanchardstown",Blanchardstown,SOIN,Sorbus intermedia,Swedish Whitebeam,Mature,5.1-10 metres,6 to 9 metres,41cm - 50cm,46cm,Fair to Good,53.38143073,-6.380930525
106040,"Brompton Grove, Blanchardstown",Blanchardstown,ACPS,Acer pseudoplatanus,Sycamore,Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,34cm,Fair,53.38097162,-6.383301595
25312,"Orlynn Park, Lusk",Lusk,PRSPA,Prunus serrulata,Japanese Cherry,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,24cm,Fair to Good,53.5215846,-6.166918242
25580,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,25cm,Good,53.52330608,-6.162659736
119524,"Glenville Grove, Blanchardstown",Blanchardstown,ACPL,Acer platanoides,Norway Maple,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,32cm,Fair,53.38220463,-6.388586589
134612,"Grange Drive, Baldoyle Industrial Estate",Sutton West,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.39679832,-6.144922029
325688,"The Moorings, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,28cm,Fair,53.44870531,-6.144056026
120672,"Glenville Way, Blanchardstown",Blanchardstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,17cm,Good,53.38280197,-6.384383615
136208,"Pinebrook Downs, Blanchardstown",Huntstown,ALIN,Alnus incana,Grey Alder,Mature,10.1- 15 metres,9 to 12 metres,21cm to 30cm,29cm,Fair,53.39713428,-6.411832352
122664,"Huntstown Court, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,Up to 5 metres,3 to 6 metres,11cm to 20cm,17cm,Fair - Poor,53.40011639,-6.411295894
122712,"Huntstown Court, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,35cm,Fair to Good,53.40013276,-6.410453453
136864,"Pinebrook Lawn, Blanchardstown",Huntstown,PRSPA,Prunus serrulata,Japanese Cherry,Semi-Mature,5.1-10 metres,6 to 9 metres,1cm - 10cm,9cm,Fair to Good,53.39685019,-6.411342596
25348,"Orlynn Park, Lusk",Lusk,FROR,Fraxinus ornus,Manna Ash,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Poor,53.52147486,-6.16698737
25528,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,34cm,Good,53.52339318,-6.162760768
139216,"Porter's Gate Grove, Blanchardstown",Huntstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,9cm,Dead,53.38519722,-6.423148022
139828,"Porter's Gate View, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,28cm,Good,53.38453004,-6.424714301
139832,"Porter's Gate View, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,29cm,Good,53.38460173,-6.424781542
25700,"Orlynn Park, Lusk",Lusk,FROR,Fraxinus ornus,Manna Ash,Semi-Mature,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Fair,53.51834855,-6.157063682
120692,"Glenville Way, Blanchardstown",Blanchardstown,PLXA,Platanus x acerifolia,London Plane,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,37cm,Good,53.38259961,-6.384423443
632648,"Seapark, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,31cm,Fair,53.4462267,-6.141425073
25340,"Orlynn Park, Lusk",Lusk,COAU,Cordyline australis,Cabbage Palm,Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,15cm,Good,53.52165821,-6.167927315
119260,"Glenville Green, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,30cm,Poor,53.38208739,-6.385032435
632652,"Seapark, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Fair,53.44621929,-6.141329815
71200,"Portmarnock Drive, Portmarnock",Portmarnock,ULSP,Ulmus spp.,Elm,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.43363097,-6.132210193
199208,"Boroimhe Aspen, Swords",Swords North,ACPS,Acer pseudoplatanus,Sycamore,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.44462755,-6.239231711
131420,"Abbey Park, Baldoyle",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,33cm,Good,53.39484057,-6.14318283
120680,"Glenville Way, Blanchardstown",Blanchardstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.3827339,-6.384340354
208380,"Castleknock Glade, Castleknock",Carpenterstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,5.1-10 metres,Up to 3 metres,11cm to 20cm,13cm,Fair,53.37777751,-6.369659941
97628,"Briarwood Lawn, Blanchardstown",Huntstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,26cm,Good,53.39844612,-6.404689461
97636,"Briarwood Lawn, Blanchardstown",Huntstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,6 to 9 metres,31cm to 40cm,34cm,Fair to Good,53.39796526,-6.405393938
628612,"College Grove, Castleknock",Castleknock,PRAV,Prunus avium,Gean (Wild Cherry),Mature,10.1- 15 metres,9 to 12 metres,31cm to 40cm,39cm,Fair,53.37139959,-6.364838294
27352,"Tara Court, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,25cm,Good,53.60896466,-6.1906988
31404,"Mourne Drive, Skerries",Skerries,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.58042572,-6.12703421
114472,"Delwood Road, Blanchardstown",Blanchardstown,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,34cm,Good,53.38189769,-6.382981995
74220,"Carrickhill Heights, Portmarnock",Portmarnock,ULSP,Ulmus spp.,Elm,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.43028752,-6.132414959
23188,"Saint Andrew's Park, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,14cm,Fair,53.46579855,-6.235332049
23196,"Saint Andrew's Park, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Fair to Good,53.46574306,-6.235365825
301712,"Back Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,30cm,Good,53.44334224,-6.155629864
68260,"Limetree Avenue, Portmarnock",Portmarnock,SOIN,Sorbus intermedia,Swedish Whitebeam,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,26cm,Good,53.43732193,-6.137314987
