Tree_ID,Address,Town,Tree_Species,Species_Desc,Common_Name,Age_Desc,Height,Spread,Trunk,Actual_Trunk,Condition,Latitude,Longitude
106212,"Brompton Lawn, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,10.1- 15 metres,6 to 9 metres,41cm - 50cm,43cm,Fair to Good,53.38163938,-6.382341637
126672,"Kirkpatrick Drive, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,6 to 9 metres,41cm - 50cm,44cm,Fair to Good,53.37842054,-6.393983993
247412,"Lanesborough Gardens, Finglas East",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,14cm,Fair to Good,53.40654454,-6.296301968
110692,"Coolmine Green, Blanchardstown",Blanchardstown,PRUSP,Prunus spp.,Cherry,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,14cm,Good,53.38106124,-6.393770952
73508,"Ardilaun, Portmarnock",Portmarnock,SOARI,Sorbus aria,Whitebeam,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Fair,53.4271338,-6.135301062
75416,"Strandmill Park, Portmarnock",Portmarnock,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Fair,53.42097529,-6.134037645
75012,"Strandmill Avenue, Portmarnock",Portmarnock,SOARI,Sorbus aria,Whitebeam,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,27cm,Fair to Good,53.42040781,-6.134273413
76016,"Carrickhill Road Lower, Portmarnock",Portmarnock,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Young,Up to 5 metres,3 to 6 metres,1cm - 10cm,7cm,Good,53.42510992,-6.134530178
40408,"Gainsborough Court, Malahide",Malahide,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Good,53.44645718,-6.184375576
72500,"Portmarnock Crescent, Portmarnock",Portmarnock,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,26cm,Fair - Poor,53.43123985,-6.127118456
103432,"Bramley Way, Blanchardstown",Carpenterstown,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,25cm,Fair to Good,53.37345238,-6.385188447
136832,"Pinebrook Lawn, Blanchardstown",Huntstown,SOARI,Sorbus aria,Whitebeam,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,39cm,Fair,53.39744092,-6.410822491
156248,"Woodpark, Blanchardstown",Blanchardstown,TICO,Tilia cordata,Small-Leafed Lime,Mature,15.1-20 metres,6 to 9 metres,21cm to 30cm,30cm,Fair to Good,53.38271995,-6.36842228
82248,"Littlepace Walk, Clonee",Huntstown,ULSP,Ulmus spp.,Elm,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.40433267,-6.431789425
82252,"Littlepace Walk, Clonee",Huntstown,ULSP,Ulmus spp.,Elm,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,10cm,Good,53.40434856,-6.431658621
5604,"South Bank, Swords",Swords North,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair,53.46811087,-6.225745067
106060,"Brompton Grove, Blanchardstown",Blanchardstown,PRSPA,Prunus serrulata,Japanese Cherry,Mature,5.1-10 metres,3 to 6 metres,41cm - 50cm,48cm,Good,53.38040864,-6.382923325
107616,"Del Val Court, Kilbarrack",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.38665029,-6.140279657
22912,"Saint Andrew's Park, Swords",Swords North,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair,53.46638628,-6.235019122
22940,"Saint Andrew's Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.46609362,-6.233257457
139256,"Porter's Gate Grove, Blanchardstown",Huntstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Fair to Good,53.38565216,-6.424588685
68244,"Limetree Avenue, Portmarnock",Portmarnock,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,28cm,Good,53.43725285,-6.138019751
68248,"Limetree Avenue, Portmarnock",Portmarnock,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,33cm,Fair,53.43725832,-6.137874438
68264,"Limetree Avenue, Portmarnock",Portmarnock,SOIN,Sorbus intermedia,Swedish Whitebeam,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,26cm,Fair,53.43733622,-6.137171093
105404,"Alden Road, Sutton",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,28cm,Good,53.38825312,-6.148800736
105860,"Brompton Green, Blanchardstown",Blanchardstown,MAFL,Malus floribunda,Japanese Crab,Semi-Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,13cm,Good,53.38151031,-6.380974094
247464,"Lanesborough Gardens, Finglas East",Santry,TIXEU,Tilia x europaea,Common Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.4058295,-6.296609203
147200,"Castlerosse Crescent, Baldoyle",Sutton West,BEPE,Betula pendula,Silver Birch,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.40007096,-6.139163347
57680,"Ashley Rise, Portmarnock",Portmarnock,TRKHA,Corylus colorna,Turkish hazel,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Fair,53.4366265,-6.131628331
35072,"Strand Street, Skerries",Skerries,TRKHA,Corylus colorna,Turkish hazel,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,33cm,Fair to Good,53.57931923,-6.109012334
26732,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,31cm,Good,53.60699304,-6.18987219
26760,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,10cm,Fair,53.60635549,-6.188838963
26852,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,17cm,Fair to Good,53.60632626,-6.191474035
26900,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.60714603,-6.190487244
27112,"Clonard Court, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Good,53.60870505,-6.189706452
105864,"Brompton Green, Blanchardstown",Blanchardstown,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,35cm,Fair - Poor,53.38146614,-6.381070152
107628,"Del Val Court, Kilbarrack",Sutton West,ACPL,Acer platanoides,Norway Maple,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.3863031,-6.140034158
103424,"Bramley Way, Blanchardstown",Carpenterstown,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,30cm,Fair to Good,53.37324859,-6.385215844
103436,"Bramley Way, Blanchardstown",Carpenterstown,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,30cm,Fair to Good,53.37344161,-6.385056926
43444,"Seabury Heights, Malahide",Malahide,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,10.1- 15 metres,3 to 6 metres,21cm to 30cm,28cm,Good,53.45504655,-6.186780652
630084,"Santry Close, Santry",Santry,AMELA,Amelanchier lamarchii,Serviceberry,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Good,53.40307231,-6.240331465
604200,"Castlefarm, Swords",Swords North,TRKHA,Corylus colorna,Turkish hazel,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.46272596,-6.226676116
58616,"Wheatfield Grove, Portmarnock",Portmarnock,ULSP,Ulmus spp.,Elm,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,9cm,Good,53.43580378,-6.134074033
71348,"Portmarnock Drive, Portmarnock",Portmarnock,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,10.1- 15 metres,9 to 12 metres,31cm to 40cm,38cm,Good,53.43109935,-6.131026321
50388,"Millview Lawns, Malahide",Malahide,ULSP,Ulmus spp.,Elm,Mature,10.1- 15 metres,Over 12 metres,41cm - 50cm,47cm,Fair - Poor,53.44996784,-6.177206296
602732,"Broadmeadows, Swords",Swords North,TRKHA,Corylus colorna,Turkish hazel,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.46541134,-6.228061129
152412,"Whitechapel Park, Blanchardstown",Huntstown,PRAV,Prunus avium,Gean (Wild Cherry),Young,5.1-10 metres,6 to 9 metres,11cm to 20cm,17cm,Good,53.39035893,-6.403939505
26972,"Clonard Court, Balbriggan",Balbriggan,ACPSL,Acer pseudoplatanus 'Leopoldii',Sycamore,Semi-Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,32cm,Good,53.60705288,-6.187954969
232768,"Peck's Lane, Castleknock",Castleknock,CABEF,Carpinus betulus 'Fastigiata',Hornbeam,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,8cm,Good,53.37562936,-6.356249875
630420,"Parkview, Castleknock",Castleknock,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,9 to 12 metres,41cm - 50cm,45cm,Fair to Good,53.37086098,-6.345603106
6168,"Sandford Wood, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,8cm,Good,53.46961302,-6.232906687
105072,"Broadway Grove, Blanchardstown",Blanchardstown,ACPLD,Acer platanoides 'Drummondii',Harlequin Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,24cm,Fair to Good,53.38647199,-6.389247375
105876,"Brompton Green, Blanchardstown",Blanchardstown,ACPS,Acer pseudoplatanus,Sycamore,Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,19cm,Fair - Poor,53.38133789,-6.381015205
155040,"Willow Wood Grove, Blanchardstown",Huntstown,SOXTF,Sorbus x thuringiaca 'Fastigiata',Bastard Service Tree,Semi-Mature,5.1-10 metres,Up to 3 metres,11cm to 20cm,18cm,Good,53.38966058,-6.415506826
56132,"Biscayne, Malahide",Malahide,ACSA,Acer saccharinum,Silver Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Fair,53.44538695,-6.132354978
56136,"Biscayne, Malahide",Malahide,ACSA,Acer saccharinum,Silver Maple,Semi-Mature,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Fair,53.44546639,-6.132309195
101532,"Ashling Heights, Blanchardstown",Blanchardstown,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Good,53.395184,-6.377794655
247416,"Lanesborough Gardens, Finglas East",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,12cm,Fair to Good,53.40644156,-6.296849705
154964,"Willow Wood Grove, Blanchardstown",Huntstown,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.38981107,-6.417259044
5236,"Glen Ellan Green, Swords",Swords North,ACCA,Acer campestre,Field Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Fair - Poor,53.46783204,-6.23067657
264208,"Beechpark Close, Castleknock",Castleknock,PLXA,Platanus x acerifolia,London Plane,Semi-Mature,10.1- 15 metres,9 to 12 metres,41cm - 50cm,41cm,Good,53.3803503,-6.359668642
198804,"Boroimhe Alder, Swords",Swords South,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,11cm,Good,53.44343215,-6.238014474
147212,"Castlerosse Crescent, Baldoyle",Sutton West,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.3996848,-6.139161862
147224,"Castlerosse Crescent, Baldoyle",Sutton West,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.39932062,-6.139302559
25660,"Orlynn Park, Lusk",Lusk,ACSA,Acer saccharinum,Silver Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,22cm,Fair to Good,53.52366701,-6.161307741
70248,"Martello Court, Portmarnock",Portmarnock,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,40cm,Good,53.43463057,-6.131886886
217052,"Chesterfield Park, Castleknock",Castleknock,TICO,Tilia cordata,Small-Leafed Lime,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.37255861,-6.345136094
215000,"Porter's Gate Crescent, Blanchardstown",Huntstown,CABEF,Carpinus betulus 'Fastigiata',Hornbeam,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,5cm,Good,53.38535495,-6.426663
106056,"Brompton Grove, Blanchardstown",Blanchardstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,26cm,Good,53.38056487,-6.382986834
301696,"Back Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,33cm,Good,53.44364102,-6.154942614
77052,"Beechfield Drive, Castaheany",Huntstown,FRSP,Fraxinus spp.,Common Ash,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.40319581,-6.439793785
102836,"Bramley Heath, Blanchardstown",Carpenterstown,CABE,Carpinus betulus,Hornbeam,Semi-Mature,10.1- 15 metres,6 to 9 metres,41cm - 50cm,44cm,Fair to Good,53.37296799,-6.387311752
630060,"Swords Road, Dublin 9",Santry,PRCEN,Prunus cerasifera 'Nigra',Myrobalan (Purple) Plum,Semi-Mature,Up to 5 metres,3 to 6 metres,21cm to 30cm,23cm,Poor,53.400706,-6.243539953
139252,"Porter's Gate Grove, Blanchardstown",Huntstown,SOAU,Sorbus aucuparia,Rowan (Mountain Ash),Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,9cm,Fair to Good,53.38523269,-6.423825921
139600,"Porter's Gate Rise, Blanchardstown",Huntstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,31cm,Fair,53.38708252,-6.422261993
22892,"Saint Andrew's Park, Swords",Swords North,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,33cm,Fair,53.46682836,-6.235539445
105288,"Broadway Road, Blanchardstown",Blanchardstown,PRCEN,Prunus cerasifera 'Nigra',Myrobalan (Purple) Plum,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,27cm,Fair,53.386052,-6.389934047
75812,"Carrick Court, Portmarnock",Portmarnock,BEPE,Betula pendula,Silver Birch,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,26cm,Good,53.42501205,-6.136692795
23176,"Saint Andrew's Park, Swords",Swords North,BEJA,Betula jacquemontii,Kashmir Birch,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Fair to Good,53.46613836,-6.235092059
23780,"Ardgillen Close, Balrothery",Balrothery,PYSP,Pyrus spp.,Pear,Young,Up to 5 metres,Up to 3 metres,11cm to 20cm,12cm,Good,53.59657509,-6.17489907
77040,"Beechfield Drive, Castaheany",Huntstown,FRSP,Fraxinus spp.,Common Ash,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.4034304,-6.439530029
82896,"Littlepace Park, Clonee",Huntstown,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Young,Up to 5 metres,3 to 6 metres,11cm to 20cm,13cm,Good,53.40358527,-6.428329646
617428,"Mooretown Road, Swords",Swords North,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Mature,10.1- 15 metres,6 to 9 metres,51cm-60cm,51cm,Good,53.46366485,-6.231532102
101520,"Ashling Heights, Blanchardstown",Blanchardstown,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Mature,5.1-10 metres,6 to 9 metres,41cm - 50cm,42cm,Poor,53.39500108,-6.376732874
247420,"Lanesborough Gardens, Finglas East",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Fair to Good,53.4064289,-6.296611559
247424,"Lanesborough Gardens, Finglas East",Santry,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,1cm - 10cm,10cm,Fair to Good,53.4064127,-6.29645852
154932,"Willow Wood Grove, Blanchardstown",Huntstown,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Dead,53.38928298,-6.419456715
154968,"Willow Wood Grove, Blanchardstown",Huntstown,ACPLG,Acer platanoides 'Globosum',Mop-Head Maple,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.38965085,-6.416920014
617448,"Mooretown Road, Swords",Swords North,SOXT,Sorbus x thuringiaca,Bastard Service Tree,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,40cm,Good,53.46347224,-6.231541167
105388,"Broadway Road, Blanchardstown",Blanchardstown,TICO,Tilia cordata,Small-Leafed Lime,Mature,10.1- 15 metres,6 to 9 metres,31cm to 40cm,37cm,Fair,53.38673532,-6.391169325
186280,"Saint Peter's Terrace, Howth",Howth,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,27cm,Fair - Poor,53.3825521,-6.06792311
58404,"Wheatfield Road, Portmarnock",Portmarnock,ULSP,Ulmus spp.,Elm,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.43573971,-6.133430503
26848,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,20cm,Good,53.60625841,-6.191414233
231412,"Porter's Gate Lawn, Clonsilla",Huntstown,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,13cm,Fair to Good,53.38743507,-6.425420916
106200,"Brompton Lawn, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,40cm,Fair - Poor,53.38183125,-6.382429343
106216,"Brompton Lawn, Blanchardstown",Blanchardstown,SOARI,Sorbus aria,Whitebeam,Mature,10.1- 15 metres,3 to 6 metres,31cm to 40cm,37cm,Fair to Good,53.38146928,-6.382262123
25328,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,22cm,Good,53.52172224,-6.167667001
25336,"Orlynn Park, Lusk",Lusk,FASY,Fagus sylvatica,Common Beech,Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,11cm,Good,53.5218126,-6.167834246
25344,"Orlynn Park, Lusk",Lusk,FROR,Fraxinus ornus,Manna Ash,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.52159341,-6.167703778
25552,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,25cm,Good,53.52273166,-6.163698849
25556,"Orlynn Park, Lusk",Lusk,ACPL,Acer platanoides,Norway Maple,Newly Planted,5.1-10 metres,6 to 9 metres,21cm to 30cm,24cm,Good,53.5226764,-6.163581662
9876,"Abbeyvale Court, Swords",Swords North,CABEF,Carpinus betulus 'Fastigiata',Hornbeam,Newly Planted,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Good,53.46264514,-6.253387188
72484,"Portmarnock Crescent, Portmarnock",Portmarnock,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,24cm,Fair to Good,53.43168705,-6.126674601
76008,"Carrickhill Road Lower, Portmarnock",Portmarnock,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,11cm to 20cm,20cm,Good,53.4248028,-6.134595386
43436,"Seabury Heights, Malahide",Malahide,ACPLS,Acer platanoides 'Crimson Sentry',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,28cm,Good,53.45496618,-6.186973474
231428,"Porter's Gate Lawn, Clonsilla",Huntstown,TICO,Tilia cordata,Small-Leafed Lime,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Fair to Good,53.3872116,-6.425230911
81884,"Littlepace Woods, Clonee",Huntstown,TRKHA,Corylus colorna,Turkish hazel,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,7cm,Fair,53.4049209,-6.42939238
8852,"Ormond Avenue, Swords",Swords North,CABEF,Carpinus betulus 'Fastigiata',Hornbeam,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,10cm,Fair to Good,53.4616446,-6.246474127
57684,"Ashley Rise, Portmarnock",Portmarnock,TRKHA,Corylus colorna,Turkish hazel,Newly Planted,5.1-10 metres,Up to 3 metres,1cm - 10cm,5cm,Fair,53.43662691,-6.13186714
58280,"Briar Walk, Portmarnock",Portmarnock,TRKHA,Corylus colorna,Turkish hazel,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Fair,53.43536364,-6.132034543
79420,"Littlepace Drive, Clonee",Huntstown,ULSP,Ulmus spp.,Elm,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,4cm,Good,53.40650089,-6.42826603
26036,"Kelly Park, Lusk",Lusk,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,25cm,Good,53.52756009,-6.173546381
26868,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,24cm,Good,53.60639634,-6.190956422
18920,"Oak Green, Royal Oak",Santry,CABEF,Carpinus betulus 'Fastigiata',Hornbeam,Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,22cm,Fair - Poor,53.40183046,-6.236643492
114452,"Delwood Road, Blanchardstown",Blanchardstown,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,31cm to 40cm,39cm,Fair to Good,53.38177131,-6.383330198
75228,"Strandmill Road, Portmarnock",Portmarnock,TRKHA,Corylus colorna,Turkish hazel,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,5cm,Fair,53.42079368,-6.13315278
50316,"Millview Lawns, Malahide",Malahide,ULSP,Ulmus spp.,Elm,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,12cm,Good,53.45090519,-6.17487087
50380,"Millview Lawns, Malahide",Malahide,ULSP,Ulmus spp.,Elm,Mature,10.1- 15 metres,9 to 12 metres,41cm - 50cm,46cm,Fair - Poor,53.45021443,-6.176829928
57692,"Ashley Rise, Portmarnock",Portmarnock,TRKHA,Corylus colorna,Turkish hazel,Young,5.1-10 metres,Up to 3 metres,1cm - 10cm,7cm,Fair,53.43673261,-6.13125994
79468,"Littlepace Drive, Clonee",Huntstown,ULSP,Ulmus spp.,Elm,Young,Up to 5 metres,Up to 3 metres,1cm - 10cm,6cm,Good,53.40762547,-6.427201969
26724,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,22cm,Good,53.6072894,-6.189955453
27328,"Tara Court, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,18cm,Good,53.60880775,-6.191642483
222416,"Broadway Road, Blanchardstown",Blanchardstown,ACSP,Acer spp.,Maple,Young,5.1-10 metres,3 to 6 metres,11cm to 20cm,14cm,Good,53.38566346,-6.389449408
106068,"Brompton Grove, Blanchardstown",Blanchardstown,ACPL,Acer platanoides,Norway Maple,Semi-Mature,Up to 5 metres,Up to 3 metres,11cm to 20cm,15cm,Good,53.38031284,-6.382869698
138680,"Porter's Gate Crescent, Blanchardstown",Huntstown,FREX,Fraxinus excelsior,Common Ash,Mature,15.1-20 metres,6 to 9 metres,31cm to 40cm,36cm,Good,53.38465926,-6.426144883
139608,"Porter's Gate Rise, Blanchardstown",Huntstown,FREX,Fraxinus excelsior,Common Ash,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,21cm,Fair to Good,53.38697499,-6.422094471
136848,"Pinebrook Lawn, Blanchardstown",Huntstown,SOARI,Sorbus aria,Whitebeam,Mature,10.1- 15 metres,9 to 12 metres,31cm to 40cm,35cm,Fair,53.39723447,-6.411231304
211960,"Castleknock Parklands, Castleknock",Castleknock,ACSA,Acer saccharinum,Silver Maple,Mature,15.1-20 metres,9 to 12 metres,41cm - 50cm,42cm,Fair to Good,53.37950691,-6.372547336
26860,"Tara Cove, Balbriggan",Balbriggan,ACPLC,Acer platanoides 'Crimson King',Norway Maple,Semi-Mature,5.1-10 metres,6 to 9 metres,21cm to 30cm,21cm,Fair,53.60639514,-6.191168605
105080,"Broadway Grove, Blanchardstown",Blanchardstown,ACPLD,Acer platanoides 'Drummondii',Harlequin Maple,Semi-Mature,10.1- 15 metres,6 to 9 metres,21cm to 30cm,27cm,Fair to Good,53.3865923,-6.389426655
105848,"Brompton Green, Blanchardstown",Blanchardstown,ACPS,Acer pseudoplatanus,Sycamore,Mature,10.1- 15 metres,3 to 6 metres,21cm to 30cm,29cm,Fair to Good,53.38163016,-6.381177546
107612,"Del Val Court, Kilbarrack",Sutton West,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,11cm to 20cm,15cm,Good,53.38676894,-6.140362415
301700,"Back Road, Malahide",Malahide,ACPL,Acer platanoides,Norway Maple,Semi-Mature,5.1-10 metres,3 to 6 metres,31cm to 40cm,33cm,Good,53.44356789,-6.155112854
68256,"Limetree Avenue, Portmarnock",Portmarnock,SOIN,Sorbus intermedia,Swedish Whitebeam,Semi-Mature,5.1-10 metres,3 to 6 metres,21cm to 30cm,27cm,Good,53.43729737,-6.137497855
